COMMON NAME,SCIENTIFIC NAME,OBSERVATION COUNT,STATE CODE,LOCALITY ID,LATITUDE,LONGITUDE,OBSERVATION DATE,Year,Month,Day,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,DURATION MINUTES,EFFORT DISTANCE KM,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER
Plain Tyrannulet,Inezia inornata,4,BR-MT,L1464769,-16.7581146,-56.8772335,2007-09-24,27,,,,obsr564872,S24132999,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L1464769,-16.7581146,-56.8772335,2007-09-25,27,,,,obsr564872,S24970193,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,X,BR-MS,L1930906,-19.9538259,-56.3040733,2007-05-12,27,,,,obsr252043,S12939300,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L604107,-14.8810872,-61.0839844,2007-08-12,27,,,07:15:00,obsr162639,S6084580,eBird - Traveling Count,29,.998,1,1,
Plain Tyrannulet,Inezia inornata,X,AR-P,L2632608,-25.9112694,-58.5161018,2007-10-22,27,,,06:00:00,obsr217001,S16958605,eBird - Traveling Count,840,25,4,1,
Plain Tyrannulet,Inezia inornata,X,AR-P,L2761877,-24.28,-61.7585,2007-10-27,27,,,06:00:00,obsr217001,S16985733,eBird - Traveling Count,960,200,2,1,
Plain Tyrannulet,Inezia inornata,X,BO-S,L831326,-17.6578445,-63.1425476,2007-06-08,27,,,06:30:00,obsr395059,S14411323,eBird - Traveling Count,210,2,3,1,
Plain Tyrannulet,Inezia inornata,X,PY-1,L2761396,-22.399,-57.459,2007-04-24,27,,,,obsr520076,S20172543,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L2453008,-16.5098013,-56.7502366,2007-08-07,27,,,,obsr179592,S15845594,eBird - Casual Observation,,,1,0,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L1464769,-16.7581146,-56.8772335,2007-09-24,27,,,,obsr179592,S18448875,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PY-1,L2762165,-22.7333333,-57.55,2007-04-23,27,,,,obsr520076,S20165740,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L758592,-12.4305417,-70.6769371,2007-05-27,27,,,06:00:00,obsr141933,S28149093,eBird - Traveling Count,600,9.656,12,1,
Plain Tyrannulet,Inezia inornata,X,BO-S,L997503,-19.3007748,-60.619812,2007-07-17,27,,,,obsr220662,S6906303,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-1,L2762186,-22.4166667,-57.1666667,2007-04-24,27,,,,obsr520076,S20168114,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,BO-S,L997501,-19.4199732,-60.5621338,2007-07-15,27,,,,obsr220662,S6906292,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,BO-S,L997505,-18.3305734,-59.7496605,2007-07-14,27,,,,obsr220662,S6906308,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L3837650,-12.3550311,-70.7029063,2007-08-23,27,,,,obsr164929,S28215895,Historical,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761754,-20.31,-60.31,2008-11-23,27,,,,obsr354980,S20161948,Historical,1440,,2,1,
Plain Tyrannulet,Inezia inornata,2,AR-A,L660836,-25.799987,-64.966672,2008-11-14,27,,,,obsr235781,S7185908,eBird - Casual Observation,,,1,1,G102818
Plain Tyrannulet,Inezia inornata,X,PY-19,L2762262,-22.45,-60.1333333,2008-10-14,27,,,09:00:00,obsr354980,S20164627,Historical,120,,4,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L602498,-12.603921,-69.2015076,2008-07-04,27,,,06:30:00,obsr333136,S19644448,eBird - Stationary Count,90,,8,1,G989651
Plain Tyrannulet,Inezia inornata,X,BR-MT,L891932,-16.3786111,-56.6208333,2008-08-15,27,,,,obsr190782,S31406911,Historical,,,5,1,
Plain Tyrannulet,Inezia inornata,1,AR-Y,L660845,-23.7,-64.866662,2008-11-12,27,,,,obsr235781,S7185905,eBird - Casual Observation,,,1,1,G102820
Plain Tyrannulet,Inezia inornata,X,PY-19,L2762087,-21.02,-61.66,2008-10-14,27,,,,obsr354980,S20172331,Historical,1200,,4,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L816130,-17.9483605,-63.1605721,2008-08-23,27,,,,obsr178480,S35033100,Historical,,,11,1,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2761956,-23.0844444,-59.6525,2008-10-17,27,,,09:00:00,obsr354980,S20165409,Historical,180,,4,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875094,-17.1174301,-56.9291611,2008-08-17,27,,,,obsr190782,S31408235,Historical,,,5,1,
Plain Tyrannulet,Inezia inornata,1,BO-B,L3682364,-14.1838989,-64.9245214,2008-06-06,27,,,,obsr319540,S23693678,Historical,,,3,0,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L602498,-12.603921,-69.2015076,2008-07-04,27,,,06:30:00,obsr240895,S15993616,eBird - Stationary Count,90,,8,1,G989651
Plain Tyrannulet,Inezia inornata,2,AR-A,L660836,-25.799987,-64.966672,2008-11-14,27,,,,obsr247511,S7815318,eBird - Casual Observation,,,1,1,G102818
Plain Tyrannulet,Inezia inornata,1,AR-Y,L660845,-23.7,-64.866662,2008-11-12,27,,,,obsr247511,S7815314,eBird - Casual Observation,,,1,1,G102820
Plain Tyrannulet,Inezia inornata,1,BR-MT,L1464769,-16.7581146,-56.8772335,2008-09-12,27,,,06:00:00,obsr535421,S20051553,eBird - Traveling Count,720,40.234,5,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L3055614,-16.5122399,-56.7117691,2008-09-14,27,,,06:00:00,obsr535421,S20052018,eBird - Traveling Count,720,40.234,5,1,
Plain Tyrannulet,Inezia inornata,5,PE-MDD,L481850,-13.0774718,-69.5805359,2008-10-11,27,,,,obsr348688,S12729812,eBird - Casual Observation,,,2,0,
Plain Tyrannulet,Inezia inornata,1,BO-S,L834348,-17.7735355,-63.0686581,2008-11-20,27,,,07:00:00,obsr162639,S5942406,eBird - Traveling Count,45,.998,1,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L834348,-17.7735355,-63.0686581,2008-11-05,27,,,06:58:00,obsr162639,S5942396,eBird - Traveling Count,37,.998,1,1,
Plain Tyrannulet,Inezia inornata,2,BO-S,L834348,-17.7735355,-63.0686581,2008-11-07,27,,,05:50:00,obsr162639,S5942397,eBird - Traveling Count,46,.998,1,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L834348,-17.7735355,-63.0686581,2008-11-17,27,,,05:30:00,obsr162639,S5942403,eBird - Traveling Count,37,.998,1,1,
Plain Tyrannulet,Inezia inornata,2,BO-S,L834348,-17.7735355,-63.0686581,2008-09-29,27,,,06:50:00,obsr162639,S5942376,eBird - Traveling Count,30,.998,1,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L834348,-17.7735355,-63.0686581,2008-11-24,27,,,06:05:00,obsr162639,S5942407,eBird - Traveling Count,45,.998,1,1,
Plain Tyrannulet,Inezia inornata,2,BO-S,L834348,-17.7735355,-63.0686581,2008-09-22,27,,,06:05:00,obsr162639,S5942370,eBird - Traveling Count,40,.998,1,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L843273,-12.6545022,-69.1772014,2008-09-23,27,,,,obsr185188,S5006631,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,2,AR-A,L660836,-25.799987,-64.966672,2008-11-14,27,,,,obsr150693,S4852862,eBird - Casual Observation,,,1,1,G102818
Plain Tyrannulet,Inezia inornata,15,AR-P,L1554545,-24.154801,-60.6937769,2008-03-23,27,,,07:00:00,obsr228451,S10834867,eBird - Traveling Count,600,32.187,3,1,
Plain Tyrannulet,Inezia inornata,1,AR-Y,L660845,-23.7,-64.866662,2008-11-12,27,,,,obsr150693,S4852864,eBird - Casual Observation,,,1,1,G102820
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L843273,-12.6545022,-69.1772014,2008-09-20,27,,,,obsr18326,S5853933,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2404597,-23.150462,-59.1394043,2008-10-12,27,,,08:00:00,obsr335875,S15529605,eBird - Casual Observation,,,4,1,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2684884,-23.4456088,-58.8592529,2008-10-17,27,,,07:00:00,obsr335875,S17236733,eBird - Casual Observation,,,4,1,
Plain Tyrannulet,Inezia inornata,2,BO-S,L831297,-17.7664245,-63.0697632,2008-09-08,27,,,,obsr312212,S32073150,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,X,PY-19,L2684844,-21.9379502,-60.6665039,2008-10-16,27,,,07:00:00,obsr335875,S17238711,eBird - Casual Observation,,,4,1,
Plain Tyrannulet,Inezia inornata,X,AR-Y,L2763381,-23.7548333,-64.4415,2008-03-14,27,,,,obsr217001,S20164281,Historical,,,1,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L1296262,-12.7803409,-69.2588264,2008-08-11,27,,,06:00:00,obsr281470,S24210614,Historical,,,1,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L816130,-17.9483605,-63.1605721,2008-08-23,27,,,15:40:00,obsr112083,S8791191,eBird - Traveling Count,200,3.219,10,1,
Plain Tyrannulet,Inezia inornata,2,AR-A,L660836,-25.799987,-64.966672,2008-11-14,27,,,,obsr114446,S4660729,eBird - Casual Observation,,,1,1,G102818
Plain Tyrannulet,Inezia inornata,X,BO-N,L997319,-11.0189001,-68.7521195,2008-08-09,27,,,,obsr220662,S6904924,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,BO-B,L604843,-14.849059,-64.889001,2008-09-03,27,,,,obsr497809,S31582852,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L599450,-12.35545,-70.7064,2008-08-18,27,,,,obsr413715,S31628371,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,X,BO-S,L997565,-17.7741894,-63.0704498,2008-10-20,27,,,,obsr220662,S6906534,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L602498,-12.603921,-69.2015076,2008-08-19,27,,,07:45:00,obsr152472,S4194999,eBird - Stationary Count,90,,3,1,
Plain Tyrannulet,Inezia inornata,X,BO-S,L997576,-17.9232094,-63.1597137,2008-10-02,27,,,,obsr220662,S6906586,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,BO-N,L997320,-10.9587195,-69.220047,2008-08-23,27,,,,obsr220662,S6904933,eBird - Casual Observation,,,2,1,
Plain Tyrannulet,Inezia inornata,X,BO-T,L997317,-21.610834,-62.5204468,2008-01-09,27,,,,obsr220662,S6904899,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,BO-S,L997536,-17.2313166,-58.5269165,2008-10-14,27,,,,obsr220662,S6906438,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,1,AR-Y,L660845,-23.7,-64.866662,2008-11-12,27,,,,obsr114446,S4660727,eBird - Casual Observation,,,1,1,G102820
Plain Tyrannulet,Inezia inornata,4,PE-MDD,L599473,-12.5840518,-69.2282867,2008-08-15,27,,,,obsr17450,S4171193,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,BR-MS,L1930906,-19.9538259,-56.3040733,2008-03-17,27,,,,obsr497809,S31801009,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,BO-S,L997510,-14.7775383,-61.0427856,2008-07-19,27,,,,obsr220662,S6906331,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761754,-20.31,-60.31,2009-10-15,27,,,,obsr354980,S20161849,Historical,1440,,2,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761754,-20.31,-60.31,2009-05-08,27,,,06:00:00,obsr354980,S20171643,Historical,240,,3,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761754,-20.31,-60.31,2009-09-20,27,,,,obsr354980,S20171479,Historical,1440,,4,1,
Plain Tyrannulet,Inezia inornata,2,AR-G,L847460,-25.9732079,-61.9590282,2009-10-16,27,,,06:30:00,obsr119128,S6075783,eBird - Casual Observation,270,,6,1,G150460
Plain Tyrannulet,Inezia inornata,X,PY-19,L2762087,-21.02,-61.66,2009-10-19,27,,,,obsr354980,S20161854,Historical,1440,,2,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L2312008,-13.0773464,-69.5846128,2009-06-10,27,,,,obsr542703,S22048664,Historical,,,6,0,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L813538,-12.972442,-69.5118713,2009-07-30,27,,,06:00:00,obsr17458,S5621895,eBird - Traveling Count,240,2,1,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L834349,-17.9122251,-63.1654429,2009-10-03,27,,,06:11:00,obsr162639,S5942663,eBird - Traveling Count,62,.998,1,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L834349,-17.9122251,-63.1654429,2009-09-26,27,,,08:00:00,obsr162639,S5942702,eBird - Traveling Count,46,.998,1,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L834349,-17.9122251,-63.1654429,2009-09-19,27,,,07:25:00,obsr162639,S5942693,eBird - Traveling Count,39,.998,1,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L834349,-17.9122251,-63.1654429,2009-09-12,27,,,07:05:00,obsr162639,S5942684,eBird - Traveling Count,45,.998,1,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L834349,-17.9122251,-63.1654429,2009-09-10,27,,,07:00:00,obsr162639,S5942681,eBird - Traveling Count,50,.998,1,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L834349,-17.9122251,-63.1654429,2009-10-06,27,,,07:35:00,obsr162639,S5942669,eBird - Traveling Count,42,.998,1,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L3053997,-15.0079331,-59.9457321,2009-06-15,27,,,05:45:00,obsr412230,S19570752,eBird - Casual Observation,,,2,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L3053997,-15.0079331,-59.9457321,2009-09-02,27,,,05:15:00,obsr412230,S19567788,eBird - Casual Observation,,,2,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L3053997,-15.0079331,-59.9457321,2009-08-16,27,,,06:00:00,obsr412230,S20897518,Historical,,,4,1,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L3965789,-12.6841053,-71.2431622,2009-08-13,27,,,,obsr351138,S25643484,Historical,,,4,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L891932,-16.3786111,-56.6208333,2009-04-26,27,,,06:00:00,obsr412230,S21695469,Historical,455,,3,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L2235728,-14.0479065,-60.3265017,2009-06-19,27,,,06:00:00,obsr412230,S14443376,eBird - Casual Observation,,,2,1,
Plain Tyrannulet,Inezia inornata,X,BO-S,L1059560,-17.7502398,-63.2092381,2009-09-13,27,,,15:00:00,obsr312212,S32096583,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L3607747,-16.2917855,-56.6301978,2009-07-02,27,,,,obsr30575,S23215516,Historical,,,6,1,
Plain Tyrannulet,Inezia inornata,5,BR-MT,L3607747,-16.2917855,-56.6301978,2009-07-01,27,,,,obsr30575,S23215515,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,4,BR-MT,L1464769,-16.7581146,-56.8772335,2009-06-29,27,,,,obsr30575,S23215563,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,5,BR-MT,L1464769,-16.7581146,-56.8772335,2009-06-30,27,,,,obsr30575,S23215523,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,2,AR-G,L847460,-25.9732079,-61.9590282,2009-10-16,27,,,06:30:00,obsr122234,S5883629,eBird - Casual Observation,270,,6,1,G150460
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L481850,-13.0774718,-69.5805359,2009-06-11,27,,,05:15:00,obsr395059,S13695228,eBird - Casual Observation,,,8,1,
Plain Tyrannulet,Inezia inornata,2,PE-MDD,L973569,-12.6086787,-69.2598724,2010-08-06,27,,,07:15:00,obsr116637,S6750922,eBird - Traveling Count,30,.161,8,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761754,-20.31,-60.31,2010-08-08,27,,,,obsr354980,S20172234,eBird - Casual Observation,1440,,1,0,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761754,-20.31,-60.31,2010-11-04,27,,,,obsr354980,S20167113,Historical,1440,,2,1,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L1029136,-12.2970683,-70.7711792,2010-08-15,27,,,06:00:00,obsr102017,S7140846,eBird - Traveling Count,600,6.437,11,1,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L1029136,-12.2970683,-70.7711792,2010-08-14,27,,,06:00:00,obsr102017,S7140768,eBird - Traveling Count,420,6.437,11,1,
Plain Tyrannulet,Inezia inornata,X,PY-19,L2762262,-22.45,-60.1333333,2010-10-19,27,,,03:00:00,obsr354980,S20172422,Historical,180,,2,1,
Plain Tyrannulet,Inezia inornata,X,PY-19,L2762087,-21.02,-61.66,2010-10-17,27,,,,obsr354980,S20166411,Historical,1200,,2,1,
Plain Tyrannulet,Inezia inornata,X,PY-19,L2762262,-22.45,-60.1333333,2010-11-09,27,,,15:00:00,obsr354980,S20163435,Historical,180,,2,1,
Plain Tyrannulet,Inezia inornata,X,PY-19,L2762087,-21.02,-61.66,2010-11-07,27,,,,obsr354980,S20170048,Historical,1200,,2,1,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2761870,-22.545,-59.3111111,2010-10-20,27,,,08:00:00,obsr354980,S20171175,Historical,120,,2,1,
Plain Tyrannulet,Inezia inornata,X,PY-19,L2761884,-22.5,-60,2010-10-15,27,,,,obsr354980,S20164125,eBird - Casual Observation,1200,,2,0,
Plain Tyrannulet,Inezia inornata,X,PY-19,L2761851,-22.7666667,-59.95,2010-11-03,27,,,08:00:00,obsr354980,S20170461,Historical,180,,2,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L874945,-16.4569228,-56.69135,2010-08-06,27,,,08:30:00,obsr207922,S6766475,eBird - Traveling Count,300,32.186,9,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L874945,-16.4569228,-56.69135,2010-08-03,27,,,08:00:00,obsr207922,S6763935,eBird - Traveling Count,420,16.093,9,1,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L874945,-16.4569228,-56.69135,2010-08-04,27,,,08:15:00,obsr207922,S6764962,eBird - Traveling Count,420,16.093,9,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875094,-17.1174301,-56.9291611,2010-08-07,27,,,,obsr44754,S20849701,eBird - Casual Observation,,,1,1,G1073730
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875094,-17.1174301,-56.9291611,2010-08-06,27,,,,obsr44754,S20849700,eBird - Casual Observation,,,1,1,G1073728
Plain Tyrannulet,Inezia inornata,3,BR-MT,L2341011,-16.6206959,-56.7353135,2010-07-19,27,,,06:30:00,obsr131779,S6969079,eBird - Traveling Count,360,4.828,5,1,G196809
Plain Tyrannulet,Inezia inornata,X,BR-MT,L2341011,-16.6206959,-56.7353135,2010-08-08,27,,,,obsr44754,S20849702,eBird - Casual Observation,,,1,1,G1073731
Plain Tyrannulet,Inezia inornata,3,BR-MT,L2341011,-16.6206959,-56.7353135,2010-07-19,27,,,06:30:00,obsr167174,S6970279,eBird - Traveling Count,360,4.828,5,1,G196809
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L602498,-12.603921,-69.2015076,2010-08-21,27,,,07:00:00,obsr307958,S31575308,Historical,,,9,1,G1923998
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L492606,-12.5662922,-70.1008415,2010-08-18,27,,,06:30:00,obsr121740,S6853571,eBird - Traveling Count,300,2,1,1,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L2372696,-12.6322981,-71.2401581,2010-08-18,27,,,06:00:00,obsr307958,S31574832,Historical,,,10,1,G1923955
Plain Tyrannulet,Inezia inornata,X,BR-MS,L1930906,-19.9538259,-56.3040733,2010-10-18,27,,,06:00:00,obsr176986,S14960256,eBird - Casual Observation,,,10,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L481850,-13.0774718,-69.5805359,2010-07-12,27,,,05:10:00,obsr225057,S14818785,eBird - Traveling Count,600,6,3,1,
Plain Tyrannulet,Inezia inornata,3,PE-MDD,L1004851,-12.6629,-69.21865,2010-10-06,27,,,06:10:00,obsr37316,S6967123,eBird - Traveling Count,180,14.484,,1,
Plain Tyrannulet,Inezia inornata,2,BO-L,L981499,-14.78973,-68.41589,2010-06-29,27,,,,obsr37316,S6788794,eBird - Casual Observation,,,,1,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L492606,-12.5662922,-70.1008415,2010-08-14,27,,,,obsr566023,S21931759,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,1,BO-C,L1008535,-17.08172,-64.83315,2010-09-07,27,,,,obsr37316,S6994001,eBird - Casual Observation,,,,1,G198497
Plain Tyrannulet,Inezia inornata,1,BR-MT,L1464769,-16.7581146,-56.8772335,2010-07-26,27,,,,obsr321580,S21696533,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,1,BO-C,L1008514,-16.9726589,-65.4196358,2010-09-08,27,,,,obsr37316,S6994040,eBird - Casual Observation,,,,1,G198493
Plain Tyrannulet,Inezia inornata,1,PY-ASU,L2732356,-25.29656,-57.55285,2010-10-16,27,,,09:22:00,obsr430326,S19656541,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,1,PY-ASU,L2732356,-25.29656,-57.55285,2010-10-17,27,,,08:23:00,obsr430326,S19656546,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,1,PY-2,L2762924,-23.9758333,-57.2465,2010-08-06,27,,,,obsr430326,S20161098,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L891932,-16.3786111,-56.6208333,2010-07-05,27,,,05:30:00,obsr412230,S14803976,eBird - Casual Observation,,,5,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L1464769,-16.7581146,-56.8772335,2010-07-07,27,,,06:00:00,obsr412230,S14804534,eBird - Traveling Count,555,7,5,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875094,-17.1174301,-56.9291611,2010-08-06,27,,,,obsr412230,S20937291,eBird - Casual Observation,,,1,1,G1073728
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875094,-17.1174301,-56.9291611,2010-08-07,27,,,,obsr412230,S20937296,eBird - Casual Observation,,,1,1,G1073730
Plain Tyrannulet,Inezia inornata,3,BR-MT,L2341011,-16.6206959,-56.7353135,2010-07-19,27,,,06:30:00,obsr107968,S6969746,eBird - Traveling Count,360,4.828,5,1,G196809
Plain Tyrannulet,Inezia inornata,X,BR-MT,L2341011,-16.6206959,-56.7353135,2010-08-08,27,,,,obsr412230,S20937302,eBird - Casual Observation,,,1,1,G1073731
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L602498,-12.603921,-69.2015076,2010-08-21,27,,,07:00:00,obsr307968,S31575171,Historical,,,9,1,G1923998
Plain Tyrannulet,Inezia inornata,1,BO-C,L1008535,-17.08172,-64.83315,2010-09-07,27,,,,obsr50862,S6996446,eBird - Casual Observation,,,,1,G198497
Plain Tyrannulet,Inezia inornata,1,BO-C,L1008514,-16.9726589,-65.4196358,2010-09-08,27,,,,obsr50862,S6996441,eBird - Casual Observation,,,,1,G198493
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L2372696,-12.6322981,-71.2401581,2010-08-18,27,,,06:00:00,obsr307968,S31574294,Historical,,,10,1,G1923955
Plain Tyrannulet,Inezia inornata,3,BR-MT,L2341011,-16.6206959,-56.7353135,2010-07-19,27,,,06:30:00,obsr227035,S6992991,eBird - Traveling Count,360,4.828,5,1,G196809
Plain Tyrannulet,Inezia inornata,1,BO-L,L950950,-13.040014,-68.8415337,2010-06-16,27,,,05:58:00,obsr122326,S7038333,eBird - Traveling Count,152,2,4,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L492606,-12.5662922,-70.1008415,2010-10-15,27,,,13:00:00,obsr340851,S19243851,eBird - Traveling Count,360,6,3,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L4704305,-14.826083,-61.175952,2010-11-07,27,,,05:00:00,obsr421661,S30239694,Historical,1200,50,2,1,
Plain Tyrannulet,Inezia inornata,2,PE-JUN,L983045,-10.9930515,-75.4213089,2010-08-12,27,,,11:00:00,obsr132232,S6798255,eBird - Traveling Count,480,4.828,5,1,
Plain Tyrannulet,Inezia inornata,2,AR-Y,L4172152,-23.7610343,-64.8507017,2010-08-20,27,,,06:00:00,obsr294601,S27286654,eBird - Traveling Count,780,5,1,0,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L599450,-12.35545,-70.7064,2010-10-08,27,,,05:00:00,obsr358666,S13422682,eBird - Casual Observation,,,2,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L996347,-17.4288602,-64.1326046,2010-06-01,27,,,,obsr220662,S6898628,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L1004909,-12.585602,-69.221284,2010-09-25,27,,,06:11:00,obsr213143,S7084919,eBird - Casual Observation,,,9,1,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L3376236,-12.7865111,-69.4428635,2011-08-25,27,,,,obsr111130,S21859620,Historical,,,4,0,
Plain Tyrannulet,Inezia inornata,1,PE-UCA,L1244560,-10.4404307,-74.0078545,2011-05-24,27,,,05:30:00,obsr104040,S21655255,eBird - Traveling Count,210,1.609,1,1,G1133830
Plain Tyrannulet,Inezia inornata,X,PY-3,L2762424,-25.246,-57.326,2011-01-28,27,,,,obsr354980,S20164914,Historical,720,,2,1,
Plain Tyrannulet,Inezia inornata,2,BO-S,L1288269,-17.207913,-62.8713226,2011-10-09,27,,,13:00:00,obsr119128,S8923133,eBird - Casual Observation,,,4,1,
Plain Tyrannulet,Inezia inornata,2,BO-S,L1289524,-18.0530556,-63.1955556,2011-10-10,27,,,06:30:00,obsr119128,S8945625,eBird - Traveling Count,120,1,4,1,
Plain Tyrannulet,Inezia inornata,1,BR-MS,L1256234,-19.9526426,-56.3044081,2011-10-10,27,,,,obsr88731,S27239256,eBird - Casual Observation,,,,0,G1792337
Plain Tyrannulet,Inezia inornata,X,PY-1,L2762341,-22.15,-57.95,2011-08-09,27,,,05:00:00,obsr354980,S20170190,Historical,420,,3,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875421,-16.7480953,-56.857471,2011-08-23,27,,,14:00:00,obsr99498,S8868768,eBird - Traveling Count,330,5,9,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875421,-16.7480953,-56.857471,2011-08-24,27,,,06:30:00,obsr99498,S8868853,eBird - Traveling Count,270,5,9,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875421,-16.7480953,-56.857471,2011-08-25,27,,,06:30:00,obsr99498,S8868998,eBird - Traveling Count,270,5,9,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875081,-17.3645242,-56.7751122,2011-09-16,27,,,07:00:00,obsr162234,S12679596,eBird - Exhaustive Area Count,480,,5,1,
